,Event,Node,Target,Time
3387,Role,100, ROLE_AMBASSADOR,1726
3388,Connect,108,100,1726
3389,Role,108, ROLE_NONE,1727
3390,Role,101, ROLE_NONE,1727
3391,Connect,108,101,1727
3392,Role,108, ROLE_AMBASSADOR,1728
3393,Connect,108,127,1728
3394,Role,4, ROLE_AMBASSADOR,1729
3395,Connect,109,4,1729
3396,Role,11, ROLE_AMBASSADOR,1730
3397,Connect,109,11,1730
3398,Role,109, ROLE_NONE,1731
3399,Role,12, ROLE_NONE,1731
3400,Connect,109,12,1731
3401,Role,109, ROLE_AMBASSADOR,1732
3402,Role,18, ROLE_AMBASSADOR,1732
3403,Connect,109,18,1732
3404,Role,109, ROLE_NONE,1733
3405,Role,24, ROLE_NONE,1733
3406,Connect,109,24,1733
3407,Role,109, ROLE_AMBASSADOR,1734
3408,Connect,109,25,1734
3409,Connect,109,30,1735
3410,Role,109, ROLE_NONE,1736
3411,Role,32, ROLE_NONE,1736
3412,Connect,109,32,1736
3413,Role,109, ROLE_AMBASSADOR,1737
3414,Connect,109,53,1737
3415,Connect,109,61,1738
3416,Connect,109,68,1739
3417,Role,109, ROLE_NONE,1740
3418,Role,77, ROLE_NONE,1740
3419,Connect,109,77,1740
3420,Role,109, ROLE_AMBASSADOR,1741
3421,Connect,109,82,1741
3422,Connect,109,122,1742
3423,Connect,109,124,1743
3424,Connect,109,125,1744
3425,Role,2, ROLE_AMBASSADOR,1745
3426,Connect,110,2,1745
3427,Connect,110,7,1746
3428,Role,22, ROLE_AMBASSADOR,1747
3429,Connect,110,22,1747
3430,Connect,110,35,1748
3431,Connect,110,41,1749
3432,Connect,110,44,1750
3433,Connect,110,45,1751
3434,Connect,110,58,1752
3435,Connect,110,60,1753
3436,Connect,110,70,1754
3437,Role,110, ROLE_NONE,1755
3438,Role,73, ROLE_NONE,1755
3439,Connect,110,73,1755
3440,Connect,110,81,1756
3441,Connect,110,88,1757
3442,Role,110, ROLE_AMBASSADOR,1758
3443,Connect,110,95,1758
3444,Connect,110,111,1759
3445,Role,119, ROLE_AMBASSADOR,1760
3446,Connect,110,119,1760
3447,Connect,111,5,1761
3448,Connect,111,14,1762
3449,Role,111, ROLE_NONE,1763
3450,Role,42, ROLE_NONE,1763
3451,Connect,111,42,1763
3452,Role,45, ROLE_NONE,1764
3453,Connect,111,45,1764
3454,Role,54, ROLE_NONE,1765
3455,Connect,111,54,1765
3456,Role,60, ROLE_NONE,1766
3457,Connect,111,60,1766
3458,Role,111, ROLE_AMBASSADOR,1767
3459,Role,73, ROLE_AMBASSADOR,1767
3460,Connect,111,73,1767
3461,Role,81, ROLE_AMBASSADOR,1768
3462,Connect,111,81,1768
3463,Role,111, ROLE_NONE,1769
3464,Role,83, ROLE_NONE,1769
3465,Connect,111,83,1769
3466,Role,111, ROLE_AMBASSADOR,1770
3467,Connect,111,89,1770
3468,Connect,111,93,1771
3469,Connect,111,95,1772
3470,Role,111, ROLE_NONE,1773
3471,Role,104, ROLE_NONE,1773
3472,Connect,111,104,1773
3473,Role,111, ROLE_AMBASSADOR,1774
3474,Connect,111,110,1774
3475,Connect,111,113,1775
3476,Connect,111,127,1776
3477,Connect,112,14,1777
3478,Connect,112,41,1778
3479,Role,54, ROLE_AMBASSADOR,1779
3480,Connect,112,54,1779
3481,Role,56, ROLE_AMBASSADOR,1780
3482,Connect,112,56,1780
3483,Role,112, ROLE_NONE,1781
3484,Connect,112,60,1781
3485,Role,112, ROLE_AMBASSADOR,1782
3486,Connect,112,70,1782
3487,Role,112, ROLE_NONE,1783
3488,Role,73, ROLE_NONE,1783
3489,Connect,112,73,1783
3490,Role,112, ROLE_AMBASSADOR,1784
3491,Connect,112,75,1784
3492,Role,112, ROLE_NONE,1785
3493,Role,81, ROLE_NONE,1785
3494,Connect,112,81,1785
3495,Role,112, ROLE_AMBASSADOR,1786
3496,Role,83, ROLE_AMBASSADOR,1786
3497,Connect,112,83,1786
3498,Role,88, ROLE_AMBASSADOR,1787
3499,Connect,112,88,1787
3500,Connect,112,95,1788
3501,Connect,112,107,1789
3502,Connect,112,119,1790
3503,Connect,112,120,1791
3504,Role,112, ROLE_NONE,1792
3505,Role,127, ROLE_NONE,1792
3506,Connect,112,127,1792
3507,Connect,113,2,1793
3508,Connect,113,11,1794
3509,Connect,113,20,1795
3510,Connect,113,35,1796
3511,Connect,113,41,1797
3512,Role,42, ROLE_AMBASSADOR,1798
3513,Connect,113,42,1798
3514,Connect,113,44,1799
3515,Role,45, ROLE_AMBASSADOR,1800
3516,Connect,113,45,1800
3517,Role,113, ROLE_NONE,1801
3518,Role,56, ROLE_NONE,1801
3519,Connect,113,56,1801
3520,Role,113, ROLE_AMBASSADOR,1802
3521,Connect,113,57,1802
3522,Connect,113,58,1803
3523,Role,113, ROLE_NONE,1804
3524,Connect,113,73,1804
3525,Role,113, ROLE_AMBASSADOR,1805
3526,Connect,113,75,1805
3527,Role,113, ROLE_NONE,1806
3528,Connect,113,81,1806
3529,Role,113, ROLE_AMBASSADOR,1807
3530,Connect,113,111,1807
3531,Connect,113,119,1808
3532,Connect,114,10,1809
3533,Connect,114,20,1810
3534,Connect,114,28,1811
3535,Role,114, ROLE_NONE,1812
3536,Connect,114,34,1812
3537,Role,114, ROLE_AMBASSADOR,1813
3538,Role,39, ROLE_AMBASSADOR,1813
3539,Connect,114,39,1813
3540,Role,114, ROLE_NONE,1814
3541,Role,46, ROLE_NONE,1814
3542,Connect,114,46,1814
3543,Role,114, ROLE_AMBASSADOR,1815
3544,Connect,114,48,1815
3545,Connect,114,67,1816
3546,Connect,114,69,1817
3547,Connect,114,85,1818
3548,Role,114, ROLE_NONE,1819
3549,Role,99, ROLE_NONE,1819
3550,Connect,114,99,1819
3551,Connect,114,101,1820
3552,Role,114, ROLE_AMBASSADOR,1821
3553,Connect,114,103,1821
3554,Connect,114,105,1822
3555,Connect,114,117,1823
3556,Role,127, ROLE_AMBASSADOR,1824
3557,Connect,114,127,1824
3558,Role,115, ROLE_AMBASSADOR,1825
3559,Role,8, ROLE_AMBASSADOR,1825
3560,Connect,115,8,1825
3561,Connect,115,10,1826
3562,Connect,115,15,1827
3563,Role,34, ROLE_AMBASSADOR,1828
3564,Connect,115,34,1828
3565,Role,115, ROLE_NONE,1829
3566,Role,39, ROLE_NONE,1829
3567,Connect,115,39,1829
3568,Role,115, ROLE_AMBASSADOR,1830
3569,Connect,115,50,1830
3570,Connect,115,65,1831
3571,Role,115, ROLE_NONE,1832
3572,Role,67, ROLE_NONE,1832
3573,Connect,115,67,1832
3574,Role,115, ROLE_AMBASSADOR,1833
3575,Connect,115,87,1833
3576,Connect,115,98,1834
3577,Connect,115,100,1835
3578,Role,101, ROLE_AMBASSADOR,1836
3579,Connect,115,101,1836
3580,Connect,115,102,1837
3581,Connect,115,103,1838
3582,Connect,115,116,1839
3583,Connect,115,117,1840
3584,Connect,116,5,1841
3585,Role,6, ROLE_AMBASSADOR,1842
3586,Connect,116,6,1842
3587,Connect,116,20,1843
3588,Connect,116,28,1844
3589,Connect,116,33,1845
3590,Role,46, ROLE_AMBASSADOR,1846
3591,Connect,116,46,1846
3592,Connect,116,62,1847
3593,Role,116, ROLE_NONE,1848
3594,Role,65, ROLE_NONE,1848
3595,Connect,116,65,1848
3596,Role,116, ROLE_AMBASSADOR,1849
3597,Connect,116,76,1849
3598,Connect,116,80,1850
3599,Connect,116,85,1851
3600,Role,116, ROLE_NONE,1852
3601,Role,87, ROLE_NONE,1852
3602,Connect,116,87,1852
3603,Role,116, ROLE_AMBASSADOR,1853
3604,Connect,116,92,1853
3605,Role,116, ROLE_NONE,1854
3606,Role,100, ROLE_NONE,1854
3607,Connect,116,100,1854
3608,Role,116, ROLE_AMBASSADOR,1855
3609,Connect,116,106,1855
3610,Role,116, ROLE_NONE,1856
3611,Role,115, ROLE_NONE,1856
3612,Connect,116,115,1856
3613,Connect,117,5,1857
3614,Connect,117,6,1858
3615,Connect,117,38,1859
3616,Connect,117,46,1860
3617,Role,117, ROLE_NONE,1861
3618,Role,50, ROLE_NONE,1861
3619,Connect,117,50,1861
3620,Role,117, ROLE_AMBASSADOR,1862
3621,Role,65, ROLE_AMBASSADOR,1862
3622,Connect,117,65,1862
3623,Connect,117,80,1863
3624,Role,87, ROLE_AMBASSADOR,1864
3625,Connect,117,87,1864
3626,Connect,117,90,1865
3627,Role,117, ROLE_NONE,1866
3628,Role,98, ROLE_NONE,1866
3629,Connect,117,98,1866
3630,Role,117, ROLE_AMBASSADOR,1867
3631,Connect,117,101,1867
3632,Connect,117,102,1868
3633,Connect,117,103,1869
3634,Connect,117,105,1870
3635,Connect,117,114,1871
3636,Role,115, ROLE_AMBASSADOR,1872
3637,Connect,117,115,1872
3638,Connect,118,1,1873
3639,Connect,118,8,1874
3640,Role,118, ROLE_NONE,1875
3641,Role,27, ROLE_NONE,1875
3642,Connect,118,27,1875
3643,Role,118, ROLE_AMBASSADOR,1876
3644,Role,36, ROLE_AMBASSADOR,1876
3645,Connect,118,36,1876
3646,Connect,118,37,1877
3647,Role,118, ROLE_NONE,1878
3648,Role,38, ROLE_NONE,1878
3649,Connect,118,38,1878
3650,Role,118, ROLE_AMBASSADOR,1879
3651,Connect,118,43,1879
3652,Role,118, ROLE_NONE,1880
3653,Role,46, ROLE_NONE,1880
3654,Connect,118,46,1880
3655,Role,118, ROLE_AMBASSADOR,1881
3656,Connect,118,76,1881
3657,Connect,118,84,1882
3658,Connect,118,89,1883
3659,Role,118, ROLE_NONE,1884
3660,Role,90, ROLE_NONE,1884
3661,Connect,118,90,1884
3662,Role,97, ROLE_NONE,1885
3663,Connect,118,97,1885
3664,Role,118, ROLE_AMBASSADOR,1886
3665,Role,104, ROLE_AMBASSADOR,1886
3666,Connect,118,104,1886
3667,Connect,118,121,1887
3668,Connect,118,123,1888
3669,Role,119, ROLE_NONE,1889
3670,Role,11, ROLE_NONE,1889
3671,Connect,119,11,1889
3672,Role,14, ROLE_NONE,1890
3673,Connect,119,14,1890
3674,Role,119, ROLE_AMBASSADOR,1891
3675,Role,17, ROLE_AMBASSADOR,1891
3676,Connect,119,17,1891
3677,Role,119, ROLE_NONE,1892
3678,Role,41, ROLE_NONE,1892
3679,Connect,119,41,1892
3680,Role,119, ROLE_AMBASSADOR,1893
3681,Connect,119,42,1893
3682,Connect,119,47,1894
3683,Connect,119,57,1895
3684,Connect,119,58,1896
3685,Role,60, ROLE_AMBASSADOR,1897
3686,Connect,119,60,1897
3687,Role,73, ROLE_AMBASSADOR,1898
3688,Connect,119,73,1898
3689,Role,119, ROLE_NONE,1899
3690,Role,83, ROLE_NONE,1899
3691,Connect,119,83,1899
3692,Role,119, ROLE_AMBASSADOR,1900
3693,Connect,119,93,1900
3694,Role,119, ROLE_NONE,1901
3695,Role,110, ROLE_NONE,1901
3696,Connect,119,110,1901
3697,Role,119, ROLE_AMBASSADOR,1902
3698,Role,112, ROLE_AMBASSADOR,1902
3699,Connect,119,112,1902
3700,Connect,119,113,1903
3701,Connect,119,127,1904
3702,Connect,120,17,1905
3703,Connect,120,21,1906
3704,Connect,120,25,1907
3705,Connect,120,30,1908
3706,Connect,120,49,1909
3707,Connect,120,51,1910
3708,Connect,120,61,1911
3709,Connect,120,65,1912
3710,Role,120, ROLE_NONE,1913
3711,Role,79, ROLE_NONE,1913
3712,Connect,120,79,1913
3713,Role,120, ROLE_AMBASSADOR,1914
3714,Connect,120,82,1914
3715,Role,120, ROLE_NONE,1915
3716,Role,91, ROLE_NONE,1915
3717,Connect,120,91,1915
3718,Role,120, ROLE_AMBASSADOR,1916
3719,Connect,120,107,1916
3720,Connect,120,112,1917
3721,Connect,120,122,1918
3722,Connect,120,124,1919
3723,Connect,120,125,1920
3724,Role,3, ROLE_AMBASSADOR,1921
3725,Connect,121,3,1921
3726,Connect,121,19,1922
3727,Role,24, ROLE_AMBASSADOR,1923
3728,Connect,121,24,1923
3729,Connect,121,36,1924
3730,Role,38, ROLE_AMBASSADOR,1925
3731,Connect,121,38,1925
3732,Connect,121,43,1926
3733,Role,121, ROLE_NONE,1927
3734,Role,48, ROLE_NONE,1927
3735,Connect,121,48,1927
3736,Role,121, ROLE_AMBASSADOR,1928
3737,Role,63, ROLE_AMBASSADOR,1928
3738,Connect,121,63,1928
3739,Role,66, ROLE_AMBASSADOR,1929
3740,Connect,121,66,1929
3741,Connect,121,74,1930
3742,Connect,121,89,1931
3743,Role,90, ROLE_AMBASSADOR,1932
3744,Connect,121,90,1932
3745,Role,97, ROLE_AMBASSADOR,1933
3746,Connect,121,97,1933
3747,Connect,121,118,1934
3748,Connect,121,126,1935
3749,Connect,121,128,1936
3750,Connect,122,4,1937
3751,Role,16, ROLE_AMBASSADOR,1938
3752,Connect,122,16,1938
3753,Role,122, ROLE_NONE,1939
3754,Role,25, ROLE_NONE,1939
3755,Connect,122,25,1939
3756,Role,122, ROLE_AMBASSADOR,1940
3757,Connect,122,29,1940
3758,Role,122, ROLE_NONE,1941
3759,Connect,122,32,1941
3760,Role,122, ROLE_AMBASSADOR,1942
3761,Connect,122,42,1942
3762,Connect,122,49,1943
3763,Connect,122,52,1944
3764,Connect,122,53,1945
3765,Connect,122,64,1946
3766,Connect,122,78,1947
3767,Role,122, ROLE_NONE,1948
3768,Role,87, ROLE_NONE,1948
3769,Connect,122,87,1948
3770,Role,122, ROLE_AMBASSADOR,1949
3771,Role,91, ROLE_AMBASSADOR,1949
3772,Connect,122,91,1949
3773,Connect,122,109,1950
3774,Connect,122,120,1951
3775,Connect,122,125,1952
3776,Role,123, ROLE_NONE,1953
3777,Role,3, ROLE_NONE,1953
3778,Connect,123,3,1953
3779,Role,123, ROLE_AMBASSADOR,1954
3780,Connect,123,13,1954
3781,Role,123, ROLE_NONE,1955
3782,Role,22, ROLE_NONE,1955
3783,Connect,123,22,1955
3784,Role,123, ROLE_AMBASSADOR,1956
3785,Role,23, ROLE_AMBASSADOR,1956
3786,Connect,123,23,1956
3787,Connect,123,24,1957
3788,Connect,123,30,1958
3789,Connect,123,40,1959
3790,Role,123, ROLE_NONE,1960
3791,Role,43, ROLE_NONE,1960
3792,Connect,123,43,1960
3793,Role,66, ROLE_NONE,1961
3794,Connect,123,66,1961
3795,Role,123, ROLE_AMBASSADOR,1962
3796,Connect,123,71,1962
3797,Role,123, ROLE_NONE,1963
3798,Role,74, ROLE_NONE,1963
3799,Connect,123,74,1963
3800,Role,123, ROLE_AMBASSADOR,1964
3801,Connect,123,76,1964
3802,Connect,123,90,1965
3803,Connect,123,96,1966
3804,Connect,123,118,1967
3805,Connect,123,126,1968
3806,Role,12, ROLE_AMBASSADOR,1969
3807,Connect,124,12,1969
3808,Connect,124,18,1970
3809,Connect,124,26,1971
3810,Connect,124,29,1972
3811,Connect,124,30,1973
3812,Role,32, ROLE_AMBASSADOR,1974
3813,Connect,124,32,1974
3814,Connect,124,51,1975
3815,Connect,124,52,1976
3816,Role,124, ROLE_NONE,1977
3817,Role,69, ROLE_NONE,1977
3818,Connect,124,69,1977
3819,Role,124, ROLE_AMBASSADOR,1978
3820,Role,77, ROLE_AMBASSADOR,1978
3821,Connect,124,77,1978
3822,Connect,124,78,1979
3823,Connect,124,82,1980
3824,Connect,124,93,1981
3825,Connect,124,109,1982
3826,Connect,124,120,1983
3827,Connect,124,126,1984
3828,Connect,125,2,1985
3829,Connect,125,18,1986
3830,Connect,125,24,1987
3831,Connect,125,26,1988
3832,Role,125, ROLE_NONE,1989
3833,Role,29, ROLE_NONE,1989
3834,Connect,125,29,1989
3835,Role,125, ROLE_AMBASSADOR,1990
3836,Connect,125,49,1990
3837,Role,125, ROLE_NONE,1991
3838,Role,52, ROLE_NONE,1991
3839,Connect,125,52,1991
3840,Role,125, ROLE_AMBASSADOR,1992
3841,Connect,125,64,1992
3842,Connect,125,68,1993
3843,Role,125, ROLE_NONE,1994
3844,Connect,125,69,1994
3845,Role,125, ROLE_AMBASSADOR,1995
3846,Role,79, ROLE_AMBASSADOR,1995
3847,Connect,125,79,1995
3848,Connect,125,82,1996
3849,Connect,125,91,1997
3850,Connect,125,109,1998
3851,Connect,125,120,1999
3852,Role,125, ROLE_NONE,2000
3853,Role,122, ROLE_NONE,2000
3854,Connect,125,122,2000
3855,Connect,126,1,2001
3856,Connect,126,13,2002
3857,Connect,126,19,2003
3858,Connect,126,23,2004
3859,Role,27, ROLE_AMBASSADOR,2005
3860,Connect,126,27,2005
3861,Connect,126,31,2006
3862,Connect,126,37,2007
3863,Role,126, ROLE_NONE,2008
3864,Role,71, ROLE_NONE,2008
3865,Connect,126,71,2008
3866,Role,76, ROLE_NONE,2009
3867,Connect,126,76,2009
3868,Role,126, ROLE_AMBASSADOR,2010
3869,Connect,126,84,2010
3870,Role,94, ROLE_AMBASSADOR,2011
3871,Connect,126,94,2011
3872,Connect,126,103,2012
3873,Connect,126,121,2013
3874,Connect,126,123,2014
3875,Role,126, ROLE_NONE,2015
3876,Role,124, ROLE_NONE,2015
3877,Connect,126,124,2015
3878,Role,128, ROLE_NONE,2016
3879,Connect,126,128,2016
3880,Connect,127,2,2017
3881,Role,127, ROLE_NONE,2018
3882,Role,7, ROLE_NONE,2018
3883,Connect,127,7,2018
3884,Role,127, ROLE_AMBASSADOR,2019
3885,Role,11, ROLE_AMBASSADOR,2019
3886,Connect,127,11,2019
3887,Connect,127,42,2020
3888,Role,56, ROLE_AMBASSADOR,2021
3889,Connect,127,56,2021
3890,Connect,127,57,2022
3891,Role,66, ROLE_AMBASSADOR,2023
3892,Connect,127,66,2023
3893,Connect,127,73,2024
3894,Role,83, ROLE_AMBASSADOR,2025
3895,Connect,127,83,2025
3896,Connect,127,93,2026
3897,Connect,127,95,2027
3898,Connect,127,108,2028
3899,Connect,127,111,2029
3900,Connect,127,112,2030
3901,Connect,127,114,2031
3902,Connect,127,119,2032
3903,Role,1, ROLE_NONE,2033
3904,Connect,128,1,2033
3905,Role,128, ROLE_AMBASSADOR,2034
3906,Role,3, ROLE_AMBASSADOR,2034
3907,Connect,128,3,2034
3908,Connect,128,8,2035
3909,Connect,128,19,2036
3910,Connect,128,36,2037
3911,Connect,128,47,2038
3912,Connect,128,66,2039
3913,Role,71, ROLE_AMBASSADOR,2040
3914,Connect,128,71,2040
3915,Role,74, ROLE_AMBASSADOR,2041
3916,Connect,128,74,2041
3917,Role,76, ROLE_AMBASSADOR,2042
3918,Connect,128,76,2042
3919,Role,128, ROLE_NONE,2043
3920,Role,80, ROLE_NONE,2043
3921,Connect,128,80,2043
3922,Role,128, ROLE_AMBASSADOR,2044
3923,Connect,128,84,2044
3924,Connect,128,94,2045
3925,Connect,128,96,2046
3926,Role,128, ROLE_NONE,2047
3927,Role,121, ROLE_NONE,2047
3928,Connect,128,121,2047
3929,Role,128, ROLE_AMBASSADOR,2048
3930,Role,126, ROLE_AMBASSADOR,2048
3931,Connect,128,126,2048
